Date,Product,Price,Quantity,Revenue,anomaly_flag
2025-02-01,Keyboard,0.013745704467353955,0.6000000000000001,0.07158836689038031,1.0
2025-02-03,Mouse,0.001249609497032178,1.0000000000000002,0.06057477198416794,1.0
2025-02-07,Monitor,0.2436738519212746,0.2,0.5066253656857683,1.0
2025-02-10,Headset,0.01874414245548266,0.8,0.13491653760110134,1.0
2025-02-15,Laptop,1.0,0.4000000000000001,1.0,1.0
2025-02-21,Webcam,0.056232427366447985,0.0,0.011013594906212357,1.0
2025-02-28,Keyboard,0.40899718837863164,0.2,0.0,1.0
2025-01-02,Laptop,1.0,0.2,1.0,1.0
2025-01-05,Keyboard,0.012496094970321774,0.8,0.10049905351918773,1.0
2025-01-08,Mouse,0.0,0.3454545454545454,0.03166408535536051,1.0
2025-01-10,Monitor,0.2311777569509528,0.0,0.2037515057649286,1.0
2025-01-12,Headset,0.40899718837863164,0.4000000000000001,0.052314575804508684,1.0
2025-01-18,Webcam,0.049984379881287094,0.2,0.07984856307003957,1.0
2025-01-21,Laptop,1.0,0.0,1.0,1.0
2025-03-03,Mouse,0.002499218994064356,0.6000000000000001,0.022027189812424713,1.0
2025-03-06,Monitor,0.23742580443611372,0.0,0.21063500258131126,1.0
2025-03-09,Headset,0.021243361449547016,0.3454545454545454,0.06057477198416794,1.0
2025-03-12,Laptop,1.0,0.2,1.0,1.0
2025-03-15,Keyboard,0.012496094970321774,0.4000000000000001,0.03166408535536051,1.0
2025-03-18,Webcam,0.40899718837863164,0.2,0.09361555670280503,1.0
2025-03-20,Monitor,0.2311777569509528,0.0,0.2037515057649286,1.0
2025-03-25,Laptop,1.0,0.6000000000000001,1.0,0.0
