Date,Product,Price,Quantity,Revenue,anomaly_flag
2025-02-01,Laptop,0.53369657564632,0.16666666666666666,1.0000000000000002,1.0
2025-02-03,Headset,0.009703574102660364,0.5,0.23774145616641904,1.0
2025-02-05,Mouse,0.0005707984766270807,0.9999999999999999,0.23774145616641904,1.0
2025-02-08,Monitor,0.11701368770855144,0.0,0.5111441307578009,1.0
2025-02-11,Keyboard,0.006278783242897884,0.31060606060606066,0.1664190193164933,1.0
2025-02-15,Webcam,0.02568593144821861,0.16666666666666666,0.2139673105497771,1.0
2025-02-18,Laptop,0.9999999999999999,0.0,1.0000000000000002,0.0
2025-02-21,Mouse,0.0005707984766270807,0.33333333333333337,0.0,1.0
2025-01-02,Keyboard,0.005707984766270803,0.6666666666666666,0.2288261515601783,1.0
2025-01-04,Mouse,0.0,0.31060606060606066,0.08023774145616641,1.0
2025-01-06,Monitor,0.11130570294228063,0.0,0.48142644873699847,1.0
2025-01-08,Headset,0.011415969532541604,0.33333333333333337,0.16939078751857353,1.0
2025-01-10,Laptop,0.5451125451788617,0.0,1.0000000000000002,1.0
2025-01-12,Webcam,0.4034247908597625,0.16666666666666666,0.2139673105497771,1.0
2025-01-15,Keyboard,0.005137186289643722,0.8333333333333334,0.2852897473997028,1.0
2025-03-01,Keyboard,0.005707984766270803,0.5,0.15453194650817234,1.0
2025-03-04,Mouse,0.0,0.6666666666666666,0.08023774145616641,1.0
2025-03-06,Monitor,0.11130570294228063,0.0,0.48142644873699847,1.0
2025-03-09,Headset,0.4034247908597625,0.33333333333333337,0.12481426448737001,1.0
2025-03-12,Laptop,0.5508205299451324,0.16666666666666666,1.0000000000000002,1.0
2025-03-14,Webcam,0.022831939065083212,0.16666666666666666,0.18424962852897472,1.0
2025-03-18,Keyboard,0.005707984766270803,0.5,0.15453194650817234,1.0
2025-03-20,Mouse,0.5622364423978263,0.16666666666666666,1.0000000000000002,1.0
